date,city,temperature_C,wind_speed_km_h,solar_radiation_W_m2
2023-09-16 00:00:00,Garoua,27.14,3.3,470.2
2023-09-17 00:00:00,Garoua,31.84,9.25,584
2023-09-18 00:00:00,Garoua,31.41,0.15,278.75
2023-09-19 00:00:00,Garoua,21.75,7.99,678.87
2023-09-20 00:00:00,Garoua,34.2,18.73,936.13
2023-09-21 00:00:00,Garoua,25.07,8.69,106.03
2023-09-22 00:00:00,Garoua,34.93,15.4,106.74
2023-09-23 00:00:00,Garoua,22.19,3.52,495.99
2023-09-24 00:00:00,Garoua,21.18,10.68,603.75
2023-09-25 00:00:00,Garoua,31.79,18.45,146.78
2023-09-26 00:00:00,Garoua,34.67,10.79,910.36
2023-09-27 00:00:00,Garoua,31.28,13.36,558.25
2023-09-28 00:00:00,Garoua,27.51,19.74,613
2023-09-29 00:00:00,Garoua,31.48,1.85,944.56
2023-09-30 00:00:00,Garoua,33.21,11.64,347.05
2023-10-01 00:00:00,Garoua,20.84,5.11,221.53
2023-10-02 00:00:00,Garoua,29.1,16.52,931.46
2023-10-03 00:00:00,Garoua,31.49,5.84,228.42
2023-10-04 00:00:00,Garoua,24.2,9.41,778.89
2023-10-05 00:00:00,Garoua,33.58,3.43,143.79
2023-10-06 00:00:00,Garoua,20.47,14.34,448.19
2023-10-07 00:00:00,Garoua,32.2,8.53,156.82
2023-10-08 00:00:00,Garoua,32.2,11.56,973.83
2023-10-09 00:00:00,Garoua,31.24,2.98,458.27
2023-10-10 00:00:00,Garoua,31.19,5.93,102.36
2023-10-11 00:00:00,Garoua,23.26,15.79,794.06
2023-10-12 00:00:00,Garoua,22.17,10.02,719.09
2023-10-13 00:00:00,Garoua,33.15,1.47,427.56
2023-10-14 00:00:00,Garoua,29.39,14.08,592.81
2023-10-15 00:00:00,Garoua,32.78,17.05,422.34
2023-10-16 00:00:00,Garoua,31.32,4.17,309.98
2023-10-17 00:00:00,Garoua,34.87,12.57,190.61
2023-10-18 00:00:00,Garoua,24.1,10.41,576.9
2023-10-19 00:00:00,Garoua,29.74,9.31,874
2023-10-20 00:00:00,Garoua,21.37,8.61,154.25
2023-10-21 00:00:00,Garoua,28.27,4.07,563.47
2023-10-22 00:00:00,Garoua,34.71,19.03,469.52
2023-10-23 00:00:00,Garoua,33.25,15.01,254.91
2023-10-24 00:00:00,Garoua,31.08,4.2,506.08
2023-10-25 00:00:00,Garoua,26.99,15.01,972.55
2023-10-26 00:00:00,Garoua,24.33,1.83,375.31
2023-10-27 00:00:00,Garoua,34.62,0.59,435.43
2023-10-28 00:00:00,Garoua,23.55,3.27,128.22
2023-10-29 00:00:00,Garoua,31.34,11.51,900.97
2023-10-30 00:00:00,Garoua,33.85,8.57,866.67
2023-10-31 00:00:00,Garoua,31.73,15.8,966.16
2023-11-01 00:00:00,Garoua,23.49,4.08,523.21
2023-11-02 00:00:00,Garoua,22.17,14.8,378.87
2023-11-03 00:00:00,Garoua,20.75,17.28,639.55
2023-11-04 00:00:00,Garoua,23.45,14.8,344.4
2023-11-05 00:00:00,Garoua,20.21,3.26,314.69
2023-11-06 00:00:00,Garoua,31.34,15.41,922.34
2023-11-07 00:00:00,Garoua,22.39,19.68,503.96
2023-11-08 00:00:00,Garoua,24.85,16.64,150.93
2023-11-09 00:00:00,Garoua,29.51,4.77,288.32
2023-11-10 00:00:00,Garoua,26.7,7.64,809.85
2023-11-11 00:00:00,Garoua,21.62,7.6,542.49
2023-11-12 00:00:00,Garoua,29.67,5.55,507.2
2023-11-13 00:00:00,Garoua,28.97,17.5,242.83
2023-11-14 00:00:00,Garoua,25.68,1.45,912.01
2023-11-15 00:00:00,Garoua,29.81,8.72,430.47
2023-11-16 00:00:00,Garoua,32.13,4.78,101.34
2023-11-17 00:00:00,Garoua,34.59,1.39,592.5
2023-11-18 00:00:00,Garoua,21.51,17.52,778.23
2023-11-19 00:00:00,Garoua,32.88,3.11,726.16
2023-11-20 00:00:00,Garoua,30.64,0.22,942.91
2023-11-21 00:00:00,Garoua,22.75,18.87,749.03
2023-11-22 00:00:00,Garoua,20.56,16.12,216.03
2023-11-23 00:00:00,Garoua,21.47,3.6,893.21
2023-11-24 00:00:00,Garoua,24.52,13.88,587.82
2023-11-25 00:00:00,Garoua,23.72,1.73,353.89
2023-11-26 00:00:00,Garoua,28.66,12.05,595.73
2023-11-27 00:00:00,Garoua,33.01,1.08,581.35
2023-11-28 00:00:00,Garoua,30.27,8.77,260.62
2023-11-29 00:00:00,Garoua,21.55,14.33,407.87
2023-11-30 00:00:00,Garoua,27.36,5.36,559.47
2023-12-01 00:00:00,Garoua,21.61,4.11,642.71
2023-12-02 00:00:00,Garoua,29.43,3.08,474.04
2023-12-03 00:00:00,Garoua,27.22,4.18,155.85
2023-12-04 00:00:00,Garoua,25.18,3.23,430.54
2023-12-05 00:00:00,Garoua,26.78,19.84,877.56
2023-12-06 00:00:00,Garoua,32.64,14.12,757.62
2023-12-07 00:00:00,Garoua,22.57,3.53,263
2023-12-08 00:00:00,Garoua,31.68,6.25,331.57
2023-12-09 00:00:00,Garoua,24.12,9.11,833.55
2023-12-10 00:00:00,Garoua,27.51,6.85,547.78
2023-12-11 00:00:00,Garoua,23.31,2.95,674.11
2023-12-12 00:00:00,Garoua,21,3.14,927.35
2023-12-13 00:00:00,Garoua,23.65,19.89,990.76
2023-12-14 00:00:00,Garoua,33.64,14.33,809.45
2023-12-15 00:00:00,Garoua,25.59,16.25,187.76
2023-12-16 00:00:00,Garoua,27.11,8.57,546.32
2023-12-17 00:00:00,Garoua,27.46,1.81,300.28
2023-12-18 00:00:00,Garoua,29.29,5.01,235.83
2023-12-19 00:00:00,Garoua,27.9,8.06,567.52
2023-12-20 00:00:00,Garoua,34.74,10.59,664.93
2023-12-21 00:00:00,Garoua,30.48,1.38,180.63
2023-12-22 00:00:00,Garoua,33.42,2.58,586.8
2023-12-23 00:00:00,Garoua,29.66,19.5,359.42
2023-12-24 00:00:00,Garoua,22.48,11.08,491.05
2023-12-25 00:00:00,Garoua,24.99,14.59,698.56
2023-12-26 00:00:00,Garoua,33.5,6.9,466.83
2023-12-27 00:00:00,Garoua,20.88,19.56,947.83
2023-12-28 00:00:00,Garoua,29.18,13.3,805.38
2023-12-29 00:00:00,Garoua,33.23,1.23,495.99
2023-12-30 00:00:00,Garoua,20.7,15.68,614.28
2023-12-31 00:00:00,Garoua,26.84,7.96,926.49
2024-01-01 00:00:00,Garoua,29.25,10.9,798.85
2024-01-02 00:00:00,Garoua,28.47,3.3,260.12
2024-01-03 00:00:00,Garoua,24.9,16.92,212.9
2024-01-04 00:00:00,Garoua,33.62,5.21,367.75
2024-01-05 00:00:00,Garoua,23.1,18.69,827.68
2024-01-06 00:00:00,Garoua,31.68,9.56,170.47
2024-01-07 00:00:00,Garoua,27.96,3.77,643.64
2024-01-08 00:00:00,Garoua,31.56,14.02,674.13
2024-01-09 00:00:00,Garoua,23.74,6.77,847.74
2024-01-10 00:00:00,Garoua,21.51,10.36,594.9
2024-01-11 00:00:00,Garoua,26.34,10.64,226.48
2024-01-12 00:00:00,Garoua,32.69,3.68,843.17
2024-01-13 00:00:00,Garoua,30.99,5.93,763.83
2024-01-14 00:00:00,Garoua,30.77,15.75,269.55
2024-01-15 00:00:00,Garoua,34.01,6.25,546.54
2024-01-16 00:00:00,Garoua,20.52,3.74,685.23
2024-01-17 00:00:00,Garoua,26.34,12.48,501.53
2024-01-18 00:00:00,Garoua,24.82,1.25,354.32
2024-01-19 00:00:00,Garoua,26.2,6.51,397.46
2024-01-20 00:00:00,Garoua,33.17,0.23,814.1
2024-01-21 00:00:00,Garoua,28.5,5.52,984.32
2024-01-22 00:00:00,Garoua,29.56,10.9,326.52
2024-01-23 00:00:00,Garoua,27.67,2.94,486.28
2024-01-24 00:00:00,Garoua,31,3.81,651.77
2024-01-25 00:00:00,Garoua,28.82,9.64,856.02
2024-01-26 00:00:00,Garoua,33.17,7.08,283.35
2024-01-27 00:00:00,Garoua,32.81,3.44,105.99
2024-01-28 00:00:00,Garoua,22.4,17.42,480.48
2024-01-29 00:00:00,Garoua,34.88,13.04,989.4
2024-01-30 00:00:00,Garoua,33.09,6.79,929.59
2024-01-31 00:00:00,Garoua,25.34,2.93,229.03
2024-02-01 00:00:00,Garoua,23.62,4.98,629.35
2024-02-02 00:00:00,Garoua,31.16,12.91,921.61
2024-02-03 00:00:00,Garoua,22.09,14.24,350.68
2024-02-04 00:00:00,Garoua,32.81,17.21,728
2024-02-05 00:00:00,Garoua,28.48,8.62,977.06
2024-02-06 00:00:00,Garoua,34.15,2.97,915.95
2024-02-07 00:00:00,Garoua,20.03,0.66,131.3
2024-02-08 00:00:00,Garoua,29.28,6.43,360.39
2024-02-09 00:00:00,Garoua,23.76,2.56,244.62
2024-02-10 00:00:00,Garoua,25.48,12.06,444.65
2024-02-11 00:00:00,Garoua,34.9,1.39,445.25
2024-02-12 00:00:00,Garoua,25.49,7,582.38
2024-02-13 00:00:00,Garoua,28.62,4.5,998.11
2024-02-14 00:00:00,Garoua,27.84,17.7,499
2024-02-15 00:00:00,Garoua,22.52,17.38,435.88
2024-02-16 00:00:00,Garoua,32.14,7.78,831.99
2024-02-17 00:00:00,Garoua,21.15,6.82,347.02
2024-02-18 00:00:00,Garoua,21.98,15.6,409.64
2024-02-19 00:00:00,Garoua,27.67,0.79,898.51
2024-02-20 00:00:00,Garoua,28.32,17.97,379.72
2024-02-21 00:00:00,Garoua,32.6,5.02,661.59
2024-02-22 00:00:00,Garoua,31.57,0.12,242.49
2024-02-23 00:00:00,Garoua,24.13,4.67,492.32
2024-02-24 00:00:00,Garoua,24.46,10.58,245.66
2024-02-25 00:00:00,Garoua,32.2,18.67,915.73
2024-02-26 00:00:00,Garoua,22.17,2.7,192.34
2024-02-27 00:00:00,Garoua,23.52,11.81,323.66
2024-02-28 00:00:00,Garoua,21.69,18.2,689.51
2024-02-29 00:00:00,Garoua,29.11,2.35,788.09
2024-03-01 00:00:00,Garoua,32.07,1.49,873.85
2024-03-02 00:00:00,Garoua,20.24,6.44,604.93
2024-03-03 00:00:00,Garoua,24.71,1.29,368.27
2024-03-04 00:00:00,Garoua,28.49,12.43,904.7
2024-03-05 00:00:00,Garoua,21.56,11.95,507.92
2024-03-06 00:00:00,Garoua,28.41,5.25,608.01
2024-03-07 00:00:00,Garoua,29.06,2.75,909.47
2024-03-08 00:00:00,Garoua,21.77,19.68,624.54
2024-03-09 00:00:00,Garoua,20.41,15.27,944.33
2024-03-10 00:00:00,Garoua,26.08,13.67,528.69
2024-03-11 00:00:00,Garoua,32.29,1.64,286.51
2024-03-12 00:00:00,Garoua,34.01,19.39,176.74
2024-03-13 00:00:00,Garoua,22.23,10.47,327.81
2024-03-14 00:00:00,Garoua,21.88,18.13,978.03
2024-03-15 00:00:00,Garoua,25.78,10.49,211.91
2024-03-16 00:00:00,Garoua,21.36,4.16,430.93
2024-03-17 00:00:00,Garoua,23.02,2.41,324.21
2024-03-18 00:00:00,Garoua,27.85,2.53,350.59
2024-03-19 00:00:00,Garoua,22.9,11.18,719.05
2024-03-20 00:00:00,Garoua,33.43,16.08,692.35
2024-03-21 00:00:00,Garoua,25.51,8.88,729.84
2024-03-22 00:00:00,Garoua,28.16,0.75,538.46
2024-03-23 00:00:00,Garoua,34.93,0.85,178.81
2024-03-24 00:00:00,Garoua,21.33,8.89,554.46
2024-03-25 00:00:00,Garoua,23.42,6.63,422.54
2024-03-26 00:00:00,Garoua,26.75,17.65,841.16
2024-03-27 00:00:00,Garoua,29.28,17.61,919.96
2024-03-28 00:00:00,Garoua,20.94,0.99,153.73
2024-03-29 00:00:00,Garoua,32.32,0.07,674.73
2024-03-30 00:00:00,Garoua,34.71,17.81,684.81
2024-03-31 00:00:00,Garoua,23.01,17.2,543.33
2024-04-01 00:00:00,Garoua,31.97,18.87,802.54
2024-04-02 00:00:00,Garoua,34.71,3.41,336.61
2024-04-03 00:00:00,Garoua,27.58,14.47,691.4
2024-04-04 00:00:00,Garoua,32.64,16.5,600.74
2024-04-05 00:00:00,Garoua,24.78,3.53,919.62
2024-04-06 00:00:00,Garoua,34.37,16.48,296.93
2024-04-07 00:00:00,Garoua,34.34,3.28,333.73
2024-04-08 00:00:00,Garoua,25.66,2.64,463.82
2024-04-09 00:00:00,Garoua,32.65,6.76,994.16
2024-04-10 00:00:00,Garoua,28.1,7.83,911.32
2024-04-11 00:00:00,Garoua,31.74,18.55,788.88
2024-04-12 00:00:00,Garoua,31.23,7.11,884.49
2024-04-13 00:00:00,Garoua,24.89,9.81,603.7
2024-04-14 00:00:00,Garoua,20.18,0.49,998.57
2024-04-15 00:00:00,Garoua,26.53,4.48,659.68
2024-04-16 00:00:00,Garoua,31.35,7.29,785.41
2024-04-17 00:00:00,Garoua,20.5,7.72,901
2024-04-18 00:00:00,Garoua,29.48,3.49,224.72
2024-04-19 00:00:00,Garoua,27.1,5.27,151.71
2024-04-20 00:00:00,Garoua,33.72,4.22,850.06
2024-04-21 00:00:00,Garoua,27.15,19.33,721.37
2024-04-22 00:00:00,Garoua,21.39,17.74,222.62
2024-04-23 00:00:00,Garoua,21.87,13.06,310.2
2024-04-24 00:00:00,Garoua,30.42,7.86,259.72
2024-04-25 00:00:00,Garoua,24.8,0.65,381.85
2024-04-26 00:00:00,Garoua,34.79,14.49,544.28
2024-04-27 00:00:00,Garoua,34.98,18.59,527.81
2024-04-28 00:00:00,Garoua,31.88,8.5,685.09
2024-04-29 00:00:00,Garoua,20.61,9.62,669.67
2024-04-30 00:00:00,Garoua,34.44,12.54,436.73
2024-05-01 00:00:00,Garoua,32.69,0.34,869.55
2024-05-02 00:00:00,Garoua,33.52,15.5,944.82
2024-05-03 00:00:00,Garoua,32.28,3.99,855.54
2024-05-04 00:00:00,Garoua,28.24,9.24,132.57
2024-05-05 00:00:00,Garoua,30.11,9.48,932.56
2024-05-06 00:00:00,Garoua,32.24,8.89,211.17
2024-05-07 00:00:00,Garoua,28.41,11.56,985.73
2024-05-08 00:00:00,Garoua,26.18,14.81,445.35
2024-05-09 00:00:00,Garoua,26.31,2.78,489.75
2024-05-10 00:00:00,Garoua,24.06,0.64,496.84
2024-05-11 00:00:00,Garoua,27.37,0.66,709.17
2024-05-12 00:00:00,Garoua,25.7,4.21,338.13
2024-05-13 00:00:00,Garoua,21.54,8.58,987.73
2024-05-14 00:00:00,Garoua,27.62,3.85,583.94
2024-05-15 00:00:00,Garoua,21.31,11.73,320
2024-05-16 00:00:00,Garoua,33.09,19.71,535.56
2024-05-17 00:00:00,Garoua,25.64,12.09,184.77
2024-05-18 00:00:00,Garoua,29.88,4.29,330.01
2024-05-19 00:00:00,Garoua,29.41,1.61,101.96
2024-05-20 00:00:00,Garoua,27.64,2.53,581.04
2024-05-21 00:00:00,Garoua,27.58,3.29,470.72
2024-05-22 00:00:00,Garoua,31.55,14.28,472.52
2024-05-23 00:00:00,Garoua,34.74,19.66,935.29
2024-05-24 00:00:00,Garoua,24.27,15.44,747.7
2024-05-25 00:00:00,Garoua,33.82,1.38,334.63
2024-05-26 00:00:00,Garoua,31.83,16.05,135.19
2024-05-27 00:00:00,Garoua,29.66,6.81,146.03
2024-05-28 00:00:00,Garoua,20.69,15.1,638.42
2024-05-29 00:00:00,Garoua,26.79,10.04,192.63
2024-05-30 00:00:00,Garoua,25.63,10.56,428.2
2024-05-31 00:00:00,Garoua,27.97,19.28,962.85
2024-06-01 00:00:00,Garoua,30.02,12.84,664.84
2024-06-02 00:00:00,Garoua,30.7,11.86,128.45
2024-06-03 00:00:00,Garoua,30.23,6.27,234.85
2024-06-04 00:00:00,Garoua,29.62,12.07,344.61
2024-06-05 00:00:00,Garoua,28.83,15.65,282.76
2024-06-06 00:00:00,Garoua,27.73,13.17,644.19
2024-06-07 00:00:00,Garoua,26.74,18.8,922.71
2024-06-08 00:00:00,Garoua,31.32,1.06,559.21
2024-06-09 00:00:00,Garoua,24.46,0.06,854.35
2024-06-10 00:00:00,Garoua,30.44,6.53,601.18
2024-06-11 00:00:00,Garoua,28.09,0.26,615.74
2024-06-12 00:00:00,Garoua,21.25,9.14,426.36
2024-06-13 00:00:00,Garoua,30.07,19.8,244.39
2024-06-14 00:00:00,Garoua,32.99,10.21,484.93
2024-06-15 00:00:00,Garoua,24.49,17.59,127.94
2024-06-16 00:00:00,Garoua,24.54,5.27,353.95
2024-06-17 00:00:00,Garoua,24.62,3.9,758.7
2024-06-18 00:00:00,Garoua,31.78,5.43,105.51
2024-06-19 00:00:00,Garoua,23.79,8.28,268.35
2024-06-20 00:00:00,Garoua,26.55,17.73,393.32
2024-06-21 00:00:00,Garoua,30.91,8.12,697.87
2024-06-22 00:00:00,Garoua,24.88,3.92,530.04
2024-06-23 00:00:00,Garoua,29.33,8.94,119.25
2024-06-24 00:00:00,Garoua,25.97,16.63,406.22
2024-06-25 00:00:00,Garoua,33.14,7.64,482.67
2024-06-26 00:00:00,Garoua,24.66,5.47,512.16
2024-06-27 00:00:00,Garoua,26.01,11.22,472.83
2024-06-28 00:00:00,Garoua,29.48,13.58,555.68
2024-06-29 00:00:00,Garoua,29.57,3.69,656.14
2024-06-30 00:00:00,Garoua,32.5,3.63,256.41
2024-07-01 00:00:00,Garoua,31.81,10.64,208.63
2024-07-02 00:00:00,Garoua,22.61,17.07,984.22
2024-07-03 00:00:00,Garoua,23.16,7.26,732.36
2024-07-04 00:00:00,Garoua,33.39,10.88,277.15
2024-07-05 00:00:00,Garoua,21.75,13.43,542.84
2024-07-06 00:00:00,Garoua,24.51,5.21,392.79
2024-07-07 00:00:00,Garoua,27.16,1.24,427.02
2024-07-08 00:00:00,Garoua,26.11,3.08,815.86
2024-07-09 00:00:00,Garoua,31.18,10.9,802.45
2024-07-10 00:00:00,Garoua,27.26,10.95,695.25
2024-07-11 00:00:00,Garoua,22.42,7.8,558.12
2024-07-12 00:00:00,Garoua,24.43,19.01,159.88
2024-07-13 00:00:00,Garoua,30.83,4.27,636.79
2024-07-14 00:00:00,Garoua,26.88,19.79,126.83
2024-07-15 00:00:00,Garoua,24.45,13.25,440.57
2024-07-16 00:00:00,Garoua,23,2.98,597.86
2024-07-17 00:00:00,Garoua,24.47,0.45,847.61
2024-07-18 00:00:00,Garoua,26.05,8.37,184.03
2024-07-19 00:00:00,Garoua,31.97,16.97,307.31
2024-07-20 00:00:00,Garoua,24.47,16.62,926.49
2024-07-21 00:00:00,Garoua,34.06,10.49,739.03
2024-07-22 00:00:00,Garoua,28.86,4.93,973.72
2024-07-23 00:00:00,Garoua,29.26,18.2,951.04
2024-07-24 00:00:00,Garoua,24.13,8.15,481.55
2024-07-25 00:00:00,Garoua,21.86,18.78,399.53
2024-07-26 00:00:00,Garoua,34.19,17.14,401.71
2024-07-27 00:00:00,Garoua,29.24,16.56,794.96
2024-07-28 00:00:00,Garoua,33.15,19.43,798.3
2024-07-29 00:00:00,Garoua,22.9,12.41,746.43
2024-07-30 00:00:00,Garoua,33.71,12.36,770.43
2024-07-31 00:00:00,Garoua,33.48,7.6,517.68
2024-08-01 00:00:00,Garoua,33.08,6.46,305.59
2024-08-02 00:00:00,Garoua,30.09,18.37,203.95
2024-08-03 00:00:00,Garoua,30.76,18.41,707.63
2024-08-04 00:00:00,Garoua,31.11,5.72,437.33
2024-08-05 00:00:00,Garoua,27.37,16.52,768.48
2024-08-06 00:00:00,Garoua,27.02,16.66,776.22
2024-08-07 00:00:00,Garoua,22.3,7.93,884.69
2024-08-08 00:00:00,Garoua,21.3,16.37,990.54
2024-08-09 00:00:00,Garoua,34.45,1.08,418.21
2024-08-10 00:00:00,Garoua,21.1,2.25,385.13
2024-08-11 00:00:00,Garoua,34.59,18.71,795.03
2024-08-12 00:00:00,Garoua,30.98,3.47,785.18
2024-08-13 00:00:00,Garoua,28.01,7.05,949.72
2024-08-14 00:00:00,Garoua,25.62,3.81,675.37
2024-08-15 00:00:00,Garoua,23.77,3.79,681.6
2024-08-16 00:00:00,Garoua,29.35,9.48,195.81
2024-08-17 00:00:00,Garoua,24.64,6.47,942.05
2024-08-18 00:00:00,Garoua,31.15,3.41,716.38
2024-08-19 00:00:00,Garoua,22.9,2.28,947.71
2024-08-20 00:00:00,Garoua,27.53,1.85,408.49
2024-08-21 00:00:00,Garoua,33.72,6.66,608.85
2024-08-22 00:00:00,Garoua,29.97,0.93,856.96
2024-08-23 00:00:00,Garoua,32.12,15.98,555.81
2024-08-24 00:00:00,Garoua,23.87,3.01,345.21
2024-08-25 00:00:00,Garoua,30.54,16.03,614.31
2024-08-26 00:00:00,Garoua,27.51,18.21,726.51
2024-08-27 00:00:00,Garoua,33.59,16.3,959.51
2024-08-28 00:00:00,Garoua,33.63,17.94,520.8
2024-08-29 00:00:00,Garoua,21.27,18.26,118.47
2024-08-30 00:00:00,Garoua,31.18,1.06,365.78
2024-08-31 00:00:00,Garoua,31.36,3.99,365.24
2024-09-01 00:00:00,Garoua,34.46,14.84,143.58
2024-09-02 00:00:00,Garoua,22.18,2.54,463.64
2024-09-03 00:00:00,Garoua,31.76,6.54,935.5
2024-09-04 00:00:00,Garoua,20.41,11.65,229.74
2024-09-05 00:00:00,Garoua,32.29,5.89,277.1
2024-09-06 00:00:00,Garoua,28.51,7.88,466.24
2024-09-07 00:00:00,Garoua,29.31,5.14,640.26
2024-09-08 00:00:00,Garoua,20.87,13.54,254.41
2024-09-09 00:00:00,Garoua,25.13,17.78,387.83
2024-09-10 00:00:00,Garoua,28.49,15.65,326.91
2024-09-11 00:00:00,Garoua,27.47,9.01,213.15
2024-09-12 00:00:00,Garoua,27.6,2.35,917.98
2024-09-13 00:00:00,Garoua,29.97,16.03,567.76
2024-09-14 00:00:00,Garoua,25.74,18.14,395.08
2024-09-15 00:00:00,Garoua,29.3,0.24,103.74
2024-09-16 00:00:00,Garoua,26.08,2.17,810.8
2024-09-17 00:00:00,Garoua,32.41,13.41,692.58
2024-09-18 00:00:00,Garoua,33.99,16.53,415.9
2024-09-19 00:00:00,Garoua,33.44,8.39,854.61
2024-09-20 00:00:00,Garoua,32.53,18.78,695.69
2024-09-21 00:00:00,Garoua,22.66,6.39,409.93
2024-09-22 00:00:00,Garoua,24.72,14.42,347.91
2024-09-23 00:00:00,Garoua,32.3,9.67,433.71
2024-09-24 00:00:00,Garoua,22.5,2.41,437.7
2024-09-25 00:00:00,Garoua,23.05,13.85,998.04
2024-09-26 00:00:00,Garoua,21.51,13.44,260.86
2024-09-27 00:00:00,Garoua,27.41,1.79,214.08
2024-09-28 00:00:00,Garoua,22.34,13.79,815.17
2024-09-29 00:00:00,Garoua,31.23,3.6,669.65
2024-09-30 00:00:00,Garoua,28.11,16.52,283.91
2024-10-01 00:00:00,Garoua,26.49,6.43,994.99
2024-10-02 00:00:00,Garoua,28.97,3.24,414.43
2024-10-03 00:00:00,Garoua,30.46,9.64,973.12
2024-10-04 00:00:00,Garoua,23.35,10.78,667.83
2024-10-05 00:00:00,Garoua,26.84,14.34,445.26
2024-10-06 00:00:00,Garoua,33.41,3.31,500.77
2024-10-07 00:00:00,Garoua,29.75,5.78,397.34
2024-10-08 00:00:00,Garoua,20.82,11,660.23
2024-10-09 00:00:00,Garoua,20.21,12.97,210
2024-10-10 00:00:00,Garoua,34.06,4.15,509.58
2024-10-11 00:00:00,Garoua,28.82,7.09,621.98
2024-10-12 00:00:00,Garoua,34.54,9,363.25
2024-10-13 00:00:00,Garoua,20.77,11,945.51
2024-10-14 00:00:00,Garoua,24.58,17.49,169.73
2024-10-15 00:00:00,Garoua,20.71,12.17,960.28
2024-10-16 00:00:00,Garoua,33.31,6.5,533.26
2024-10-17 00:00:00,Garoua,27.14,5.27,367.95
2024-10-18 00:00:00,Garoua,26.54,17.9,870.66
2024-10-19 00:00:00,Garoua,29.06,9.11,225.94
2024-10-20 00:00:00,Garoua,23.39,5.32,787.12
2024-10-21 00:00:00,Garoua,26.5,10.96,626.64
2024-10-22 00:00:00,Garoua,26.28,5.4,376.6
2024-10-23 00:00:00,Garoua,20.12,0.01,333.54
2024-10-24 00:00:00,Garoua,34.65,11.65,576.03
2024-10-25 00:00:00,Garoua,24.97,12.04,247.77
2024-10-26 00:00:00,Garoua,30.66,10.14,930.76
2024-10-27 00:00:00,Garoua,21.62,5.6,254.47
2024-10-28 00:00:00,Garoua,31.28,3.03,102.64
2024-10-29 00:00:00,Garoua,29.78,0.69,791.88
2024-10-30 00:00:00,Garoua,28.12,8.13,189.81
2024-10-31 00:00:00,Garoua,24.77,5.22,368.48
2024-11-01 00:00:00,Garoua,29.08,3.82,770.31
2024-11-02 00:00:00,Garoua,30.13,10.79,613.77
2024-11-03 00:00:00,Garoua,28.23,0.87,982.18
2024-11-04 00:00:00,Garoua,27.24,12.8,890.37
2024-11-05 00:00:00,Garoua,34.56,10.33,263.96
2024-11-06 00:00:00,Garoua,30.92,16.65,991.23
2024-11-07 00:00:00,Garoua,24.15,14.11,149.62
2024-11-08 00:00:00,Garoua,28.14,10.63,207.5
2024-11-09 00:00:00,Garoua,21.01,15.08,950.77
2024-11-10 00:00:00,Garoua,32.9,7.58,602.68
2024-11-11 00:00:00,Garoua,30.21,17.86,363.28
2024-11-12 00:00:00,Garoua,26.46,6.69,578.86
2024-11-13 00:00:00,Garoua,27.82,14.57,733.47
2024-11-14 00:00:00,Garoua,32.91,18.26,484.88
2024-11-15 00:00:00,Garoua,27.55,15.52,809.21
2024-11-16 00:00:00,Garoua,31.41,3.88,713.52
2024-11-17 00:00:00,Garoua,22.92,14.08,939.34
2024-11-18 00:00:00,Garoua,21.73,3.12,125.55
2024-11-19 00:00:00,Garoua,27.31,10.47,305.03
2024-11-20 00:00:00,Garoua,26.45,1.28,953.14
2024-11-21 00:00:00,Garoua,24.55,6.35,307.3
2024-11-22 00:00:00,Garoua,31.08,17.99,100.71
2024-11-23 00:00:00,Garoua,31.48,11.09,999.87
2024-11-24 00:00:00,Garoua,22.77,4.09,808.13
2024-11-25 00:00:00,Garoua,20.37,8.92,849.29
2024-11-26 00:00:00,Garoua,34.55,4.25,898.28
2024-11-27 00:00:00,Garoua,20.58,17.65,253.24
2024-11-28 00:00:00,Garoua,32.51,13.86,965.24
2024-11-29 00:00:00,Garoua,23.33,7.79,592.25
2024-11-30 00:00:00,Garoua,32.99,3.39,633.98
2024-12-01 00:00:00,Garoua,30.07,12.93,774.1
2024-12-02 00:00:00,Garoua,27.7,3.32,593.39
2024-12-03 00:00:00,Garoua,26.02,12.52,533.62
2024-12-04 00:00:00,Garoua,27.44,1.71,627.83
2024-12-05 00:00:00,Garoua,26.33,16.5,583.86
2024-12-06 00:00:00,Garoua,25.65,4.65,717.25
2024-12-07 00:00:00,Garoua,23.12,6,477.92
2024-12-08 00:00:00,Garoua,27.06,12.27,303.01
2024-12-09 00:00:00,Garoua,34.75,14.86,404.94
2024-12-10 00:00:00,Garoua,24.39,7.31,336.45
2024-12-11 00:00:00,Garoua,25.12,10.87,374
2024-12-12 00:00:00,Garoua,22.31,13.29,398.35
2024-12-13 00:00:00,Garoua,23.42,7.3,276.7
2024-12-14 00:00:00,Garoua,25.67,19.68,587.11
2024-12-15 00:00:00,Garoua,30.52,11.5,468.9
2024-12-16 00:00:00,Garoua,20.15,17.19,290.32
2024-12-17 00:00:00,Garoua,27.08,12.11,383.01
2024-12-18 00:00:00,Garoua,22.25,10.9,494.48
2024-12-19 00:00:00,Garoua,22.65,14.27,267.48
2024-12-20 00:00:00,Garoua,33.68,2.39,868.24
2024-12-21 00:00:00,Garoua,21.26,6.75,992.98
2024-12-22 00:00:00,Garoua,29.4,14.04,606
2024-12-23 00:00:00,Garoua,32.98,14.07,901.94
2024-12-24 00:00:00,Garoua,32.39,3.21,815.9
